ID_Venta;ID_Tiempo;ID_Producto;ID_Cliente;ID_Tienda;Cantidad;Precio_Unitario;Descuento;Total_Venta
8534;1695;23;3973;4;1;1022439;0;1022439
21691;2018;25;3247;4;2;538098;53810;1022386
21217;1461;10;4814;1;8;182421;437810;1021558
29811;940;110;1211;2;5;203935;0;1019675
23876;1193;27;2423;4;5;291180;436770;1019130
20792;1683;26;2697;2;3;485205;436684;1018931
30459;2034;23;2546;3;1;1017327;0;1017327
32317;303;26;1150;3;2;535338;53534;1017142
33927;2003;25;3244;3;2;508383;0;1016766
24385;1617;104;1772;3;3;338827;0;1016481
24935;608;27;2345;4;4;254108;0;1016432
20283;1360;23;4105;2;1;1016392;0;1016392
11888;677;25;4820;4;2;508079;0;1016158
8089;111;18;2311;3;6;169326;0;1015956
3400;1212;25;;3;2;507675;0;1015350
31838;1904;83;3800;4;4;253530;0;1014120
26022;1248;25;3469;4;3;422022;253213;1012853
30487;1521;104;56;4;3;337110;0;1011330
7349;1505;83;4647;3;5;212908;53227;1011313
37148;2105;9;4637;4;5;202168;0;1010840
11879;1348;26;2744;3;2;505401;0;1010802
14641;1119;104;3851;3;3;336309;0;1008927
26195;338;23;345;3;1;1008922;0;1008922
33682;280;23;403;3;1;1008464;0;1008464
724;1586;26;3045;3;2;560218;112044;1008392
15175;2069;26;4705;1;2;592852;177856;1007848
24663;1200;23;435;1;1;N/A;0;1006922
32481;17;25;1419;3;3;479472;431525;1006891
184;1895;26;3553;1;2;503302;0;1006604
6815;1055;26;995;2;2;503189;0;1006378
23525;213;11;153;3;5;201214;0;1006070
20924;735;110;3353;3;5;201123;0;1005615
140;2117;83;182;4;4;251325;0;1005300
24905;1931;26;194;3;3;478560;430704;1004976
10089;1625;87;2674;5;8;125322;0;1002576
12195;709;104;522;3;3;334176;0;1002528
17720;1287;103;628;5;5;250581;250581;1002324
9760;1209;26;524;3;2;501149;0;1002298
5080;974;11;3789;2;5;200386;0;1001930
25972;1764;25;549;1;2;500720;0;1001440
9032;1514;26;4694;1;2;500601;0;1001202
35191;1378;25;1637;3;3;476317;428685;1000266
33670;2025;25;432;1;2;526390;52639;1000141
37943;1865;25;4025;1;2;499936;0;999872
12664;1396;27;3572;4;4;312196;249757;999027
12380;1950;23;4176;3;1;998162;0;998162
32722;1064;26;462;3;2;623584;249434;997734
9416;155;83;2575;3;4;249381;0;997524
8803;1057;23;3242;2;1;997096;0;997096
39026;1277;23;3632;1;1;995185;0;995185
1112;505;24;3634;3;1;1243931;248786;995145
29186;270;26;3092;3;2;523672;52367;994977
7044;343;104;4764;3;;331546;0;994638
24937;1549;23;2975;3;1;994415;0;994415
37997;1426;104;3260;4;3;331391;0;994173
23357;27;83;706;3;5;220544;110272;992448
17957;737;26;4945;3;2;496144;0;992288
1771;1045;25;1538;3;3;413023;247814;991255
35865;1341;23;1868;2;1;N/A;0;991229
37544;333;104;4253;3;3;330050;0;990150
30053;1209;23;1423;3;1;989993;0;989993
23732;740;38;2387;4;6;164864;0;989184
38653;1000;104;1056;3;3;329705;0;989115
1019;1984;26;4738;2;2;581526;174458;988594
11406;1243;103;321;3;5;247091;247091;988364
10376;1064;23;3704;2;1;987825;0;987825
37571;1819;24;2138;5;1;1316845;329211;987634
34007;1759;83;4838;2;-4;246888;0;987552
7644;595;110;4944;3;6;N/A;246790;987158
30602;1980;103;2897;5;4;290073;174044;986248
21514;840;23;2521;4;1;986199;0;986199
9029;2176;10;4367;3;6;164116;0;984696
10778;1605;26;145;3;2;492249;0;984498
10439;1037;12;2455;3;10;98425;0;984250
2201;2129;105;218;4;6;163983;0;983898
31209;409;25;1612;3;2;491904;0;983808
33783;1062;26;1588;5;2;491824;0;983648
18009;1216;110;4811;5;6;163682;0;982092
17743;1428;23;2482;3;1;982059;0;982059
24428;1869;24;1251;5;1;1309121;327280;981841
3749;911;83;156;4;6;233539;420370;980864
25731;1065;26;4090;5;2;490212;0;980424
8542;1441;25;637;2;2;544479;108896;980062
39665;560;11;3442;3;5;195854;0;979270
21551;1174;23;498;4;1;978667;0;978667
11069;1072;23;3905;2;;1086956;108696;978260
24884;767;12;3461;3;1;998080;19960;978120
37461;1145;103;2317;2;4;244342;0;977368
13267;38;18;4673;3;8;162849;325698;977094
990;1770;26;499;3;2;488396;0;976792
14727;1219;18;1108;3;5;195298;0;976490
1323;1882;95;360;4;10;139481;418443;976367
36389;1069;27;1744;2;4;271093;108437;975935
16808;2067;27;725;5;;243956;0;975824
4226;1561;38;4898;2;6;162601;0;975606
25871;521;110;2423;3;5;195115;0;975575
34591;296;23;1637;3;1;975199;0;975199
13032;812;25;2452;3;2;487400;0;974800
9350;1857;111;1827;3;10;97418;0;974180
17351;1681;9;781;1;5;194720;0;973600
11488;907;9;2681;4;6;162205;0;973230
22760;1347;22;3949;3;3;359805;107950;971465
36592;703;9;4840;4;5;194066;0;970330
12153;313;25;611;3;2;485131;0;970262
21522;2130;104;3019;3;3;323091;0;969273
10837;1207;26;2557;3;2;538455;107691;969219
12635;1534;26;3893;5;2;569869;170961;968777
18479;1284;23;219;1;1;1018937;50947;967990
34692;738;23;1832;4;1;967917;0;967917
23972;1123;23;1029;2;1;967201;0;967201
7357;2148;105;339;4;6;161171;0;967026
18970;1057;38;2373;2;6;161165;0;966990
9171;614;26;1563;4;2;483266;0;966532
21505;1801;100;1309;1;8;120808;0;966464
9239;1065;26;137;2;2;483217;0;966434
34344;1070;25;770;3;2;482898;0;965796
26021;1332;103;4836;1;3;321886;0;965658
14079;744;83;2002;4;6;229907;413833;965609
34502;715;18;4426;4;8;160834;321668;965004
23888;282;18;3218;3;5;192972;0;964860
29188;1428;26;3969;3;2;482388;0;964776
1845;2049;105;321;1;6;160615;0;963690
37293;402;25;3398;3;2;481673;0;963346
35020;1435;11;1896;3;5;192620;0;963100
19027;458;38;2745;3;6;160438;0;962628
36723;1326;10;3066;1;6;160382;0;962292
38359;157;11;2777;3;4;240568;0;962272
23328;1408;104;4271;1;4;283002;169801;962207
19831;1788;25;1763;5;2;480913;0;961826
9332;1644;9;2726;4;5;192351;0;961755
24501;489;83;144;3;6;228932;412078;961514
19096;600;11;1050;3;5;192297;0;961485
10433;1365;110;1412;4;8;171613;411871;961033
28180;27;25;2936;3;2;480478;0;960956
5214;1622;25;696;4;2;505765;desc;960954
39653;1224;25;2005;2;2;480118;0;960236
37273;1863;9;306;2;5;191904;0;959520
9596;848;38;1863;5;6;159819;0;958914
21428;473;23;1294;3;1;958327;0;958327
8699;1052;27;2890;3;4;239574;0;958296
347;1349;12;4929;5;10;95791;0;957910
13130;453;23;1653;3;1;1062821;106282;956539
1881;1476;26;4233;2;2;478247;0;956494
36282;949;23;1170;2;1;1062056;106206;955850
26205;1346;27;782;2;5;272886;409329;955101
16372;1622;83;2453;2;4;238604;0;954416
15062;345;9;3473;3;5;190702;0;953510
30571;1633;83;119;4;4;238330;0;953320
23639;547;26;4232;3;2;476643;0;953286
4456;128;9;2917;3;5;211563;105782;952033
4772;913;26;4463;5;2;475825;0;951650
10705;214;18;1241;3;5;190296;0;951480
39976;155;26;2607;3;2;475540;;951080
20251;1804;27;1167;4;3;317007;0;951021
5811;380;27;1139;3;3;316854;0;950562
37038;1831;86;2267;4;10;95047;0;950470
11759;1971;27;296;4;3;316597;0;949791
6986;690;23;423;3;1;948572;0;948572
12726;2010;104;3273;1;3;316096;0;948288
17693;1962;104;120;1;3;316033;0;948099
21014;157;103;4037;3;3;315976;0;947928
8545;901;87;1592;5;10;135386;406158;947702
21220;1881;11;4533;3;5;189447;0;947235
12674;109;25;2162;3;2;473610;0;947220
5176;1764;10;2105;2;5;189403;0;947015
34174;1610;18;2141;3;5;189359;0;946795
22854;1286;26;3199;5;2;473330;0;946660
332;1626;95;4192;5;8;118183;0;945464
32630;1046;27;3499;4;3;315108;0;945324
19648;1804;104;3285;5;3;331297;49695;944196
28600;1743;18;4276;4;5;188773;0;943865
16667;1332;11;1715;3;4;235474;0;941896
6687;841;10;4892;4;6;156922;0;941532
19052;10;95;1583;3;8;117602;0;940816
10088;945;103;283;4;3;313531;0;940593
29732;770;26;578;3;2;587843;235137;940549
2448;435;26;4490;3;2;470197;0;940394
31272;717;83;2356;4;4;235048;0;940192
1608;1725;23;744;1;1;1106038;165906;940132
1660;1017;27;1170;5;4;247357;49471;939957
34851;452;66;4689;3;4;20987;20987;938411
2741;825;25;4061;4;2;469100;0;938200
36831;1426;103;2899;1;3;312602;0;937806
30266;653;26;4324;4;2;624986;312493;937479
32265;355;23;414;3;1;1102862;165429;937433
13704;1067;38;3471;2;6;156171;0;937026
18141;768;26;4376;4;2;468421;0;936842
34219;1730;27;2497;1;4;292592;234074;936294
35062;1675;39;310;5;10;93621;0;936210
16145;1056;26;4077;2;2;623961;311980;935942
25989;2157;110;3934;5;5;186635;0;933175
13478;1469;25;4156;1;2;466506;0;933012
7078;1354;96;2951;1;10;93265;0;932650
21678;1049;25;1739;2;2;466119;0;932238
28598;1497;38;4888;3;6;155315;0;931890
10876;692;23;2957;4;1;931778;0;931778
25112;1054;23;3257;4;1;1096145;164422;931723
1012;2154;25;4629;4;2;465835;0;931670
5486;2154;27;3105;4;3;310547;0;931641
7551;2055;23;3339;2;1;930707;0;930707
20835;467;100;4058;3;8;136860;164232;930648
27106;1173;83;958;3;4;232658;0;930632
36319;323;91;42;3;10;93037;0;930370
8559;1659;87;3871;3;8;116269;0;930152
38073;1085;23;3294;4;1;929854;0;929854
18606;1344;23;2868;4;1;928829;0;928829
2493;1635;27;1661;2;3;309564;0;928692
20180;411;103;2309;3;4;244182;48836;927892
10401;393;103;2083;3;;309275;0;927825
48;1090;25;2404;2;2;463905;0;927810
21767;2178;12;4483;1;10;92759;0;927590
2373;1484;104;54;5;3;363213;163446;926193
22129;1068;23;439;4;1;1028968;102897;926071
31179;1649;25;904;2;2;462953;0;925906
12816;226;18;1186;3;6;171454;102872;925852
31868;1058;25;4046;2;2;462673;0;925346
1237;1864;23;1009;3;1;924070;0;924070
8068;761;103;3492;3;3;307703;0;923109
2052;1059;25;1760;2;2;461551;0;923102
19929;1969;11;2693;3;4;230763;0;923052
37533;773;110;3264;4;5;184513;0;922565
38979;1964;22;4712;2;3;361425;162640;921635
10989;1878;11;2646;1;5;184182;0;920910
37763;1838;91;60;5;10;92048;0;920480
2220;253;18;3016;3;6;153399;0;920394
13387;1284;87;3263;2;8;114973;0;919784
6724;970;25;1776;4;2;459809;0;919618
30610;278;111;804;3;10;91953;0;919530
25515;450;104;82;3;3;306435;0;919305
24871;1523;23;1794;4;1;919096;0;919096
7775;763;9;3251;4;5;183785;0;918925
9284;196;25;2631;3;2;459060;0;918120
22358;297;103;4854;3;3;305844;0;917532
3063;1264;23;2775;3;1;916430;0;916430
16709;1281;103;2414;5;3;304801;0;914403
2866;1220;104;1968;2;3;304689;0;914067
4103;1144;9;805;3;6;190397;228476;913906
26428;2121;11;4803;4;5;182761;0;913805
4928;511;38;192;3;6;152241;0;913446
16142;429;101;1824;3;8;114063;0;912504
24914;157;104;4709;3;3;304124;0;912372
16998;1410;23;2250;2;1;912244;0;912244
16650;743;23;4520;4;1;N/A;0;912068
33549;555;11;3314;3;5;182242;0;911210
148;1069;11;2832;5;4;227765;0;911060
17495;602;23;2682;3;1;910690;0;910690
13038;1010;104;1465;2;3;303520;0;910560
27140;850;23;3549;4;1;910086;0;910086
22696;1937;23;1297;2;1;908496;0;908496
11049;920;27;2901;5;3;302540;0;907620
21573;1389;24;4388;3;1;1295777;388733;907044
37973;1681;105;3135;5;6;151164;0;906984
34649;1893;9;4858;5;5;201236;100618;905562
35442;1857;26;3950;1;2;603702;301851;905553
31440;892;11;2628;3;5;181066;0;905330
17039;2130;23;746;4;1;905183;0;905183
16705;1583;23;4309;5;1;904304;0;904304
3946;36;11;3894;3;4;226061;0;904244
19873;801;25;2698;4;2;451890;0;903780
11658;2180;38;1365;4;6;150523;0;903138
33050;772;103;2759;4;3;300801;0;902403
7175;216;25;581;3;2;450929;0;901858
25650;1057;23;2962;2;1;900764;0;900764
20194;1420;38;3666;5;6;150078;0;900468
12220;749;103;956;4;3;299949;0;899847
425;123;23;2625;3;1;899781;0;899781
14481;178;104;4073;3;3;299716;0;899148
13490;994;9;4596;5;5;179696;0;898480
16938;586;38;4228;3;6;149694;0;898164
14660;2146;104;3379;2;3;299007;0;897021
27313;299;103;1585;3;3;298856;0;896568
36901;1923;25;2954;2;2;447900;0;895800
15491;1067;23;4641;2;1;895171;0;895171
1427;12;9;4049;3;5;178977;0;894885
23842;176;25;2977;3;2;497128;99426;894830
2379;1015;27;377;4;3;313839;47076;894441
17660;1982;23;2181;5;1;893424;0;893424
19517;1831;104;3561;3;4;279192;223354;893414
10864;1071;23;4325;2;1;1050572;157586;892986
32385;1476;27;1333;1;3;297379;0;892137
16528;1455;23;4540;4;1;N/A;157427;892087
26897;179;86;4501;3;10;89188;0;891880
17748;597;27;649;3;3;297097;0;891291
33666;813;23;3866;4;1;990254;99025;891229
10650;1453;104;;3;3;296993;0;890979
25757;1908;23;1910;2;1;890843;0;890843
4127;1454;38;2339;2;6;164959;98975;890779
18284;1054;23;817;3;1;890671;0;890671
17090;2090;26;3616;2;2;468464;46846;890082
8529;1455;23;3710;1;1;889619;0;889619
458;1050;24;504;4;1;1270657;381197;889460
28357;561;27;2745;3;3;296474;0;889422
32721;1071;23;1072;3;1;888936;0;888936
3085;1497;11;4433;1;5;197394;98697;888273
32751;777;23;4486;4;1;934388;46719;887669
14082;1726;95;349;4;8;110935;0;887480
29842;1040;23;4673;4;1;887170;0;887170
27290;176;11;3131;3;5;236378;295472;886418
648;1452;110;3751;4;5;177273;0;886365
19759;1381;92;2332;1;2;447420;8950;885890
11436;1071;23;2661;2;1;884697;0;884697
27835;1882;27;928;4;3;294697;0;884091
19285;1521;104;4494;2;-3;294691;0;884073
37221;549;23;4562;3;1;883975;0;883975
18701;811;23;2254;4;1;883750;0;883750
38926;1717;27;4230;2;4;315473;378568;883324
14542;1262;87;1736;3;8;110382;0;883056
6493;931;27;985;2;3;294295;0;882885
26734;1745;25;1643;3;2;551126;220450;881802
2961;436;96;1712;3;8;110202;0;881616
7623;358;23;4075;3;1;880523;0;880523
29680;1109;104;1488;3;3;293314;0;879942
624;1059;23;308;4;1;878554;0;878554
33262;1990;103;4030;4;3;292736;0;878208
26971;1636;25;241;2;2;437418;0;874836
11386;1057;99;7;2;2;437250;0;874500
32606;1107;9;484;2;5;205748;154311;874429
21701;115;25;4125;3;2;436868;0;873736
22961;731;104;2460;4;3;290797;0;872391
18421;1199;12;4766;2;10;87217;0;872170
32299;402;104;4702;3;3;290290;0;870870
25813;767;11;2049;4;4;217552;desc;870208
7448;579;38;3795;3;6;152605;45782;869848
9909;385;23;3006;3;1;1086878;217376;869502
32863;1070;26;4206;2;2;511302;153391;869213
27372;1241;27;249;1;3;289734;0;869202
19150;2002;96;1286;1;8;108479;0;867832
13865;1546;27;2884;5;3;289253;0;867759
25323;999;114;287;2;10;86756;0;867560
21552;801;25;1017;4;2;456562;45656;867468
39358;842;23;1661;4;1;963685;96368;867317
39651;2028;83;683;4;4;216624;0;866496
12270;269;91;4879;3;10;86634;0;866340
10806;197;26;2236;3;2;618607;371164;866050
19283;1264;27;4312;4;4;288676;288676;866028
9526;1046;27;1119;4;3;288618;0;865854
31321;348;111;1088;3;10;86541;0;865410
15352;1061;26;3713;4;2;576537;288268;864806
26614;1185;27;3668;2;3;287831;0;863493
26975;1394;101;1378;5;8;107879;0;863032
8256;1863;10;2781;2;6;143810;0;862860
444;836;104;4905;4;4;287543;287543;862629
29570;219;23;4922;3;1;862566;0;862566
32690;1794;12;4659;4;10;86246;0;862460
16359;786;39;4739;4;10;86211;0;862110
26375;402;9;2111;3;5;172085;0;860425
22100;713;25;2620;4;2;430177;0;860354
24491;1261;103;3755;4;3;286715;0;860145
822;11;11;619;3;4;214990;0;859960
25397;1392;25;408;5;2;429838;0;859676
37742;1900;114;2991;2;10;85900;0;859000
6019;1140;87;3474;3;8;N/A;0;858920
29805;737;12;4589;3;10;85877;0;858770
37336;829;103;3825;4;3;286236;0;858708
26183;1583;83;3797;2;4;214604;0;858416
27962;966;23;3898;4;1;858264;0;858264
18022;611;103;4866;4;3;285847;0;857541
36502;429;23;4744;3;1;856846;0;856846
35814;1863;10;1820;3;5;171329;0;856645
357;51;10;914;3;6;142718;0;856308
11472;484;89;1891;3;10;85618;0;856180
38894;336;11;4094;3;4;213968;0;855872
19116;1048;27;1626;2;3;316949;95085;855762
36785;168;18;1968;3;6;190082;285123;855369
13768;1249;103;25;2;3;285103;0;855309
9274;861;23;2345;4;1;1069098;213820;855278
28227;1240;110;2349;2;5;190042;95021;855189
23727;899;18;1075;4;5;180026;45006;855124
12895;847;38;2741;3;5;170922;0;854610
26064;2066;25;189;4;2;533887;213555;854219
19663;9;87;3051;3;8;106702;0;853616
19922;799;83;717;4;3;284530;0;853590
34947;924;25;1968;4;2;426320;0;852640
7768;854;23;3841;5;1;947144;94714;852430
3746;476;18;362;3;5;170412;0;852060
34902;1431;103;3124;5;3;283893;0;851679
37020;1016;114;4308;5;10;85163;0;851630
4320;1081;105;4383;5;6;141914;0;851484
14267;2063;11;2343;4;4;223897;44779;850809
19598;978;25;432;4;2;425343;0;850686
32384;1040;23;1991;2;1;1000788;150118;850670
31329;1245;18;2336;2;5;170086;0;850430
15164;1064;23;2319;2;1;850372;0;850372
6368;374;9;37;3;4;212512;0;850048
6779;2158;83;1539;1;5;226566;283208;849622
3437;515;110;2354;3;5;169883;0;849415
9890;673;25;1898;4;2;424562;0;849124
16591;858;23;1480;5;1;848504;0;848504
35901;1077;103;607;2;3;314254;94276;848486
24252;2094;9;1401;3;4;212102;0;848408
11836;224;100;1906;3;6;141270;0;847620
33508;1491;27;807;4;3;282492;0;847476
11829;376;104;1634;3;3;282338;0;847014
10258;1068;23;4216;2;1;846160;0;846160
11167;133;86;4652;3;10;84602;0;846020
33800;814;11;3832;4;6;187947;281920;845762
22280;926;25;3291;5;2;422659;0;845318
23224;495;23;1143;3;1;994436;149165;845271
18975;807;25;1932;4;;422422;0;844844
39329;2092;27;1287;5;3;281573;0;844719
1796;188;83;127;3;3;281539;0;844617
25465;1631;11;966;1;4;211058;0;844232
1302;2033;26;1393;1;2;468286;93657;842915
28655;1991;25;4493;1;2;421433;0;842866
19903;295;23;1647;3;1;842715;0;842715
10970;435;104;3868;3;3;280654;0;841962
6233;1158;110;3473;3;5;168391;0;841955
25661;738;104;2244;4;3;280488;0;841464
38379;1566;105;;2;6;155816;93490;841406
1506;903;25;1917;5;2;420694;0;841388
8184;2173;25;3414;1;2;467113;93423;840803
33486;1059;27;2974;3;3;280230;0;840690
8196;722;23;2964;4;1;840634;0;840634
1137;1845;104;386;2;3;280012;0;840036
10517;1314;38;3183;2;5;167997;0;839985
35180;1863;27;1936;5;3;279946;0;839838
2406;1280;25;1228;4;2;419771;0;839542
23951;1914;25;2784;4;2;419574;0;839148
29316;54;9;3221;3;5;167825;0;839125
5514;1507;23;3647;5;1;838671;0;838671
35108;1577;83;380;2;3;279525;0;838575
2907;2120;23;2574;2;1;838087;0;838087
12198;368;25;3442;3;2;418601;0;837202
7499;478;23;584;3;1;1046465;209293;837172
23047;1056;27;3589;2;3;278803;0;836409
22070;367;10;3030;3;5;167275;0;836375
18024;2082;12;355;4;8;104504;0;836032
15586;656;83;3046;4;5;238720;358080;835520
39103;1139;23;4839;3;1;835374;0;835374
312;173;100;3403;3;6;139128;0;834768
35391;2049;83;419;1;3;278225;0;834675
13616;1599;105;972;1;6;154541;92725;834521
779;1536;9;4873;4;4;208475;0;833900
15838;1065;25;1434;3;2;416756;0;833512
24161;2178;25;4675;2;2;416752;0;833504
14420;441;87;1830;3;8;122514;147017;833095
24400;1952;23;3093;3;1;1109798;277450;832348
7099;534;27;2539;3;3;277175;0;831525
27332;1123;25;2504;4;2;415304;0;830608
2519;1473;104;4846;5;3;291416;43712;830536
5600;1526;104;2940;4;3;276829;0;830487
32390;141;11;4751;3;4;207498;0;829992
2629;1064;39;1669;4;10;82978;0;829780
34065;1068;25;4382;2;2;414845;0;829690
11662;2180;23;1026;4;1;872299;43615;828684
33223;493;38;4088;3;5;165724;0;828620
17996;1318;104;733;5;3;276204;0;828612
34127;2124;38;3735;2;5;165628;0;828140
33576;944;18;2542;4;5;165609;0;828045
33259;1501;100;4961;4;6;137940;;827640
12600;1167;9;4823;2;4;206903;0;827612
176;399;9;1603;3;4;206857;0;827428
33612;1013;104;3259;2;3;275559;0;826677
34134;2060;27;1624;2;3;275530;0;826590
17978;407;25;518;3;2;413163;0;826326
37282;2070;18;876;1;4;206490;0;825960
35833;1747;11;967;4;4;206462;0;825848
39967;1842;103;2997;3;3;274979;0;824937
34685;1675;9;4755;5;4;206208;0;824832
36850;1423;11;2820;4;4;228661;91464;823180
10070;1934;114;2163;4;10;82282;0;822820
9767;1347;27;4692;2;3;274084;0;822252
823;761;25;11;4;2;411045;0;822090
31113;1248;18;3028;5;4;205358;0;821432
20522;1655;9;2871;3;4;205148;0;820592
333;34;39;4590;3;10;81912;0;819120
9057;1863;22;3550;3;3;363835;272875;818630
31146;48;103;1023;3;3;272847;0;818541
7798;375;31;340;3;4;11804;0;818501
13508;1717;110;2361;2;5;163559;0;817795
10103;2140;38;3733;2;6;143453;43036;817682
4413;1432;110;3778;2;6;194617;350311;817391
37926;1921;83;2623;4;3;286798;43020;817374
19016;654;104;345;3;3;272394;0;817182
12491;1735;110;2167;4;5;204207;204207;816828
6341;559;25;1027;3;2;544507;272254;816760
37655;767;9;715;4;4;204168;0;816672
16459;555;104;2446;3;3;272115;0;816345
1794;1455;100;3461;2;6;143197;42959;816223
16290;36;12;2762;3;10;81618;0;816180
13375;1042;23;1721;5;1;959739;143961;815778
12996;2043;110;2026;2;5;163074;0;815370
969;1187;9;3063;4;5;162972;0;814860
21534;1992;95;1915;4;6;135493;0;812958
9531;172;27;2946;3;3;270957;0;812871
1811;1409;103;1895;1;3;270754;0;812262
32316;678;100;3278;4;6;135363;0;812178
12248;234;105;393;3;5;162224;0;811120
19266;1906;18;744;1;4;202402;0;809608
11584;1525;111;1811;5;10;80955;0;809550
6087;1630;107;892;1;1;809210;0;809210
8111;1067;105;4653;2;5;161771;0;808855
20752;1172;103;608;2;3;316698;142514;807580
27260;779;23;3644;4;1;897098;89710;807388
25428;118;23;1995;3;1;949860;142479;807381
4527;1607;38;4691;1;5;161436;0;807180
3759;976;95;4100;4;6;134520;0;807120
2835;900;27;4340;4;3;316318;142343;806611
18544;1304;18;1236;5;5;161310;0;806550
36472;695;111;3240;4;10;80594;0;805940
9464;1060;23;4992;4;1;1006733;201347;805386
35721;429;11;3977;3;4;211919;42384;805292
16167;1055;23;3696;3;1;847333;42367;804966
3564;949;86;210;2;10;80453;0;804530
19740;853;103;3406;5;3;268101;0;804303
35220;1352;11;4225;1;4;201060;0;804240
3819;1774;38;2074;4;6;133904;0;803424
15871;743;96;3642;4;1;104631;0;803301
23702;685;18;645;3;5;160477;0;802385
19246;2174;3;3431;4;10;80147;0;801470
11892;119;25;1055;3;2;471008;141302;800714
2258;977;18;4420;2;4;200147;0;800588
27356;1608;103;925;3;3;266795;0;800385
28791;804;18;4588;4;5;159660;0;798300
16500;1916;23;1293;3;1;1064128;266032;798096
1221;2068;83;4694;3;3;266025;0;798075
3112;546;110;4495;3;4;199340;0;797360
13196;1843;103;1274;2;3;295292;88588;797288
36056;1559;18;3661;2;4;199230;0;796920
7759;1928;23;2261;1;1;995876;199175;796701
35033;1176;83;4949;3;3;265390;0;796170
33659;829;3;2581;4;10;79524;0;795240
38209;1326;25;4621;5;2;529067;264534;793600
22617;1889;9;768;3;4;198261;0;793044
11877;1732;100;4990;4;8;123908;198253;793011
3831;861;103;2351;3;3;264212;0;792636
23139;894;83;4193;5;3;264204;0;792612
6707;2018;110;43;1;4;198086;0;792344
39229;258;101;1722;3;10;99038;198076;792304
26675;2106;95;934;1;6;131701;0;790206
16221;1863;9;642;2;5;197350;197350;789400
16680;894;103;919;5;3;262969;0;788907
25936;1058;10;260;2;5;157761;0;788805
13687;1203;25;2806;2;2;525618;262809;788427
10779;1711;39;4388;5;10;87564;87564;788076
5556;1514;12;2;2;8;98461;0;787688
20097;956;114;488;2;8;98376;0;787008
3880;521;9;3063;3;4;196547;0;786188
33934;118;23;4654;3;1;982528;196506;786022
16137;980;18;2297;2;5;184905;desc;785846
4846;887;86;4732;5;10;92436;138654;785706
23385;1997;110;3672;4;4;196136;0;784544
9806;1701;11;1677;1;4;217466;86986;782878
14012;1976;11;1706;2;5;195622;195622;782488
27851;1363;101;3813;1;6;130329;0;781974
15770;566;101;4967;3;6;130057;0;780342
7186;2000;83;835;5;3;259771;0;779313
11336;1186;91;986;1;8;97406;0;779248
8535;1132;91;3528;2;10;77909;0;779090
23722;402;11;865;3;4;194750;0;779000
30673;54;83;2893;3;3;259567;0;778701
35405;1055;38;925;3;6;129591;0;777546
15033;86;38;2829;3;6;129578;0;777468
30143;740;25;4194;4;2;485374;194150;776598
35872;342;103;3808;3;3;258577;0;775731
4263;940;110;803;4;4;193826;0;775304
35866;505;11;4770;3;4;203997;40799;775189
32704;901;9;3720;5;4;193793;0;775172
39742;81;23;4608;3;1;1106938;332081;774857
12703;1618;83;2728;3;3;258138;0;774414
9184;1445;25;2024;1;2;429946;85989;773903
19595;730;111;3242;4;10;77358;0;773580
37587;1060;104;168;4;4;275795;330954;772226
32985;1367;89;3841;3;10;77184;0;771840
65;638;18;3886;4;4;192905;0;771620
19687;1038;27;3770;4;3;257121;0;771363
15930;830;27;4351;4;3;321061;192637;770546
10969;1402;103;3688;3;3;256837;0;770511
16202;1655;105;3599;5;5;154038;0;770190
6148;1061;27;2714;4;3;256422;0;769266
21503;1788;23;1538;3;1;1025395;256349;769046
14667;331;18;3086;3;;192209;0;768836
23335;2111;22;2002;3;3;365985;329380;768575
22553;1591;18;303;4;5;180732;135549;768111
4848;320;9;228;3;4;192009;0;768036
29024;1578;114;3132;1;8;95932;0;767456
24381;520;103;4035;3;3;300918;135413;767341
21815;1285;9;1661;1;4;191809;0;767236
21476;1071;104;72;4;3;319530;191718;766872
20969;1330;23;3591;5;1;902101;135315;766786
33027;1636;87;3979;1;8;136741;328178;765750
23476;1871;27;2238;2;3;255184;0;765552
2119;185;86;1417;3;10;76539;0;765390
16724;1637;110;3463;1;6;170010;255015;765045
15776;1379;12;202;5;10;89972;134958;764762
4561;1537;114;4320;1;8;95590;0;764720
14237;2040;100;1757;3;6;127357;0;764142
36529;1790;110;1885;5;4;190900;0;763600
31807;1049;23;3388;2;1;1090855;327256;763599
15743;1990;9;1970;4;4;190522;0;762088
33833;1068;25;1518;2;2;423285;84657;761913
19290;1565;39;1787;5;10;76109;0;761090
19099;242;26;4629;3;2;543468;326081;760855
16751;1744;83;1589;3;3;253589;0;760767
37246;693;9;4296;4;5;190183;190183;760732
4015;1364;23;4265;3;1;1086559;325968;760591
34932;1868;11;1446;3;4;189854;0;759416
34743;759;95;4288;3;6;126508;0;759048
8836;87;103;3763;3;3;252847;0;758541
34801;387;39;2325;3;8;94793;0;758344
254;723;27;867;4;3;252779;0;758337
27941;401;104;2529;3;3;360941;324847;757976
19393;286;11;1678;3;4;189444;0;757776
5999;1059;110;4100;4;;189091;0;756364
2659;475;23;38;3;1;1008434;252108;756326
23587;1065;23;2914;5;1;945270;189054;756216
22105;182;103;1277;3;3;251970;0;755910
14236;2127;18;64;4;4;188921;0;755684
15999;1596;103;359;1;3;251883;0;755649
31039;1708;38;1508;4;5;151120;0;755600
10736;471;101;1057;3;10;100613;251532;754598
12931;1028;27;2525;4;3;251480;0;754440
